expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
fuss,fuss,word,空騒ぎ,空騒ぎ,exam,3,pre1,pre1,名詞,pre1:1167,1,pre1_or_1_deferred
fussy,fussy,word,小うるさい,小うるさい,exam,3,pre1,pre1;1,形容詞,pre1:3374;1:3920,2,pre1_or_1_deferred
futile,futile,word,無駄な,無駄な / 無駄な，非効率的な,exam,3,pre1,pre1;1,形容詞,pre1:2894;1:1522,2,pre1_or_1_deferred
fuzzy,fuzzy,word,ぼやけた,ぼやけた,exam,3,pre1,pre1,形容詞,pre1:960,1,pre1_or_1_deferred
gaily,gaily,word,陽気に,陽気に,exam,3,pre1,pre1,副詞,pre1:2913,1,pre1_or_1_deferred
galaxy,galaxy,word,銀河,銀河,exam,3,pre1,pre1,名詞,pre1:2049,1,pre1_or_1_deferred
gale,gale,word,疾風，強風,疾風，強風,exam,3,pre1,pre1,名詞,pre1:2112,1,pre1_or_1_deferred
garble,garble,word,文字化けする,文字化けする,exam,3,pre1,pre1,動詞,pre1:3369,1,pre1_or_1_deferred
gargle,gargle,word,うがいする,うがいする,exam,3,pre1,pre1,動詞,pre1:1548,1,pre1_or_1_deferred
garment,garment,word,衣服,衣服,exam,3,pre1,pre1,名詞,pre1:1126,1,pre1_or_1_deferred
garnish,garnish,word,飾る，装飾する,飾る，装飾する,exam,3,pre1,pre1;1,動詞,pre1:3242;1:1288,2,pre1_or_1_deferred
gasp,gasp,word,あえぎ,あえぎ / 息をのむ,exam,3,pre1,pre1;1,動詞,pre1:1395;1:1345,2,pre1_or_1_deferred
gaudy,gaudy,word,派手,派手,exam,3,pre1,pre1,形容詞,pre1:3228,1,pre1_or_1_deferred
gauge,gauge,word,規格,規格,exam,3,pre1,pre1,名詞,pre1:2226,1,pre1_or_1_deferred
gem,gem,word,宝石,宝石,exam,3,pre1,pre1,名詞,pre1:1273,1,pre1_or_1_deferred
gender,gender,word,性別，性,性別，性,exam,3,pre1,pre1,名詞,pre1:2253,1,pre1_or_1_deferred
genetic,genetic,word,遺伝的な，遺伝による,遺伝的な，遺伝による,exam,3,pre1,pre1;1,形容詞,pre1:1063;1:517,2,pre1_or_1_deferred
geographical,geographical,word,地理的な,地理的な,exam,3,pre1,pre1,形容詞,pre1:1612,1,pre1_or_1_deferred
geography,geography,word,地理，地理学,地理，地理学,exam,3,pre1,pre1,名詞,pre1:98,1,pre1_or_1_deferred
geology,geology,word,地質学,地質学 / 地質学，岩石の科学,exam,3,pre1,pre1;1,名詞,pre1:1899;1:175,2,pre1_or_1_deferred
geometry,geometry,word,幾何学,幾何学,exam,3,pre1,pre1,名詞,pre1:959,1,pre1_or_1_deferred
giggle,giggle,word,くすくす笑う,くすくす笑う,exam,3,pre1,pre1,動詞,pre1:1602,1,pre1_or_1_deferred
glacier,glacier,word,氷河，ゆっくりと動く氷塊,氷河，ゆっくりと動く氷塊,exam,3,pre1,pre1,名詞,pre1:1715,1,pre1_or_1_deferred
glare,glare,word,まぶしい光,まぶしい光,exam,3,pre1,pre1,名詞,pre1:1597,1,pre1_or_1_deferred
glaze,glaze,word,上塗りする,上塗りする,exam,3,pre1,pre1,動詞,pre1:2352,1,pre1_or_1_deferred
gleam,gleam,word,きらめき，薄明かり,きらめき，薄明かり / きらめく,exam,3,pre1,pre1;1,名詞,pre1:698;1:2305,2,pre1_or_1_deferred
glide,glide,word,滑る,滑る,exam,3,pre1,pre1;1,動詞,pre1:3168;1:3521,2,pre1_or_1_deferred
glimpse,glimpse,word,ひと目見ること,ひと目見ること,exam,3,pre1,pre1,名詞,pre1:1166,1,pre1_or_1_deferred
glisten,glisten,word,きらめく，光る,きらめく，光る / 輝く，きらめく,exam,3,pre1,pre1;1,動詞,pre1:2507;1:1991,2,pre1_or_1_deferred
gloomy,gloomy,word,憂鬱な，暗い,憂鬱な，暗い / 暗い,exam,3,pre1,pre1;1,形容詞,pre1:592;1:2120,2,pre1_or_1_deferred
glorify,glorify,word,栄光をたたえる，賛美する,栄光をたたえる，賛美する,exam,3,pre1,pre1,動詞,pre1:163,1,pre1_or_1_deferred
glorious,glorious,word,栄光のある，名誉ある,栄光のある，名誉ある,exam,3,pre1,pre1,形容詞,pre1:790,1,pre1_or_1_deferred
glory,glory,word,栄光，名誉,栄光，名誉,exam,3,pre1,pre1,名詞,pre1:408,1,pre1_or_1_deferred
glossary,glossary,word,用語集,用語集,exam,3,pre1,pre1,名詞,pre1:2916,1,pre1_or_1_deferred
glossy,glossy,word,光沢のある，つやのある,光沢のある，つやのある / 光沢のある，つややかな,exam,3,pre1,pre1;1,形容詞,pre1:2924;1:1588,2,pre1_or_1_deferred
glue,glue,word,接着剤,接着剤,exam,3,pre1,pre1,名詞,pre1:129,1,pre1_or_1_deferred
gorge,gorge,word,峡谷，谷間,峡谷，谷間 / 峡谷，渓谷,exam,3,pre1,pre1;1,名詞,pre1:2396;1:1818,2,pre1_or_1_deferred
graceful,graceful,word,優雅な，上品な,優雅な，上品な / 優雅な，洗練された,exam,3,pre1,pre1;1,形容詞,pre1:897;1:784,2,pre1_or_1_deferred
gracious,gracious,word,優雅な,優雅な,exam,3,pre1,pre1,形容詞,pre1:1849,1,pre1_or_1_deferred
grain,grain,word,穀物，穀類,穀物，穀類,exam,3,pre1,pre1;1,名詞,pre1:265;1:286,2,pre1_or_1_deferred
grammatical,grammatical,word,文法の,文法の,exam,3,pre1,pre1,形容詞,pre1:1318,1,pre1_or_1_deferred
grandeur,grandeur,word,雄大さ，壮大さ,雄大さ，壮大さ,exam,3,pre1,pre1,名詞,pre1:2689,1,pre1_or_1_deferred
grate,grate,word,格子，格子状,格子，格子状,exam,3,pre1,pre1;1,名詞,pre1:3293;1:781,2,pre1_or_1_deferred
gratification,gratification,word,満足，喜び,満足，喜び,exam,3,pre1,pre1,名詞,pre1:2778,1,pre1_or_1_deferred
gratify,gratify,word,を満足させる,を満足させる,exam,3,pre1,pre1,動詞,pre1:1885,1,pre1_or_1_deferred
gratitude,gratitude,word,感謝，謝意,感謝，謝意,exam,3,pre1,pre1,名詞,pre1:1429,1,pre1_or_1_deferred
gratuity,gratuity,word,心付け,心付け,exam,3,pre1,pre1;1,名詞,pre1:3390;1:3289,2,pre1_or_1_deferred
gravel,gravel,word,砂利,砂利,exam,3,pre1,pre1,名詞,pre1:2572,1,pre1_or_1_deferred
gravestone,gravestone,word,墓石,墓石,exam,3,pre1,pre1,名詞,pre1:2445,1,pre1_or_1_deferred
graze,graze,word,軽く食べる,軽く食べる,exam,3,pre1,pre1,動詞,pre1:1394,1,pre1_or_1_deferred
greed,greed,word,貪欲，強欲,貪欲，強欲,exam,3,pre1,pre1,名詞,pre1:1616,1,pre1_or_1_deferred
greedy,greedy,word,貪欲な，欲張りの,貪欲な，欲張りの,exam,3,pre1,pre1,形容詞,pre1:382,1,pre1_or_1_deferred
grief,grief,word,悲しみ，深い悲しみ,悲しみ，深い悲しみ,exam,3,pre1,pre1,名詞,pre1:77,1,pre1_or_1_deferred
grieve,grieve,word,深く悲しむ，嘆く,深く悲しむ，嘆く,exam,3,pre1,pre1,動詞,pre1:628,1,pre1_or_1_deferred
grim,grim,word,厳格な，険しい,厳格な，険しい / 険しい,exam,3,pre1,pre1;1,形容詞,pre1:757;1:3879,2,pre1_or_1_deferred
grind,grind,word,をひく，細かく砕く,をひく，細かく砕く,exam,3,pre1,pre1,動詞,pre1:515,1,pre1_or_1_deferred
groan,groan,word,うめき声，うなり声,うめき声，うなり声,exam,3,pre1,pre1,名詞,pre1:795,1,pre1_or_1_deferred
groom,groom,word,新郎,新郎,exam,3,pre1,pre1,名詞,pre1:3370,1,pre1_or_1_deferred
gross,gross,word,全体の，総体的な,全体の，総体的な,exam,3,pre1,pre1;1,形容詞,pre1:51;1:375,2,pre1_or_1_deferred
grotesque,grotesque,word,怪奇な，異様な,怪奇な，異様な / 奇怪な，異様な,exam,3,pre1,pre1;1,形容詞,pre1:2374;1:4263,2,pre1_or_1_deferred
grouchy,grouchy,word,不機嫌な,不機嫌な,exam,3,pre1,pre1,形容詞,pre1:3054,1,pre1_or_1_deferred
growl,growl,word,うなり声,うなり声,exam,3,pre1,pre1,動詞,pre1:1876,1,pre1_or_1_deferred
grumble,grumble,word,不平，不満,不平，不満,exam,3,pre1,pre1,名詞,pre1:1948,1,pre1_or_1_deferred
grumpy,grumpy,word,気難しい,気難しい,exam,3,pre1,pre1,形容詞,pre1:3052,1,pre1_or_1_deferred
guilt,guilt,word,罪悪感，有罪,罪悪感，有罪,exam,3,pre1,pre1;1,名詞,pre1:378;1:69,2,pre1_or_1_deferred
gulf,gulf,word,湾,湾,exam,3,pre1,pre1,名詞,pre1:3336,1,pre1_or_1_deferred
gulp,gulp,word,急いで飲み込む,急いで飲み込む,exam,3,pre1,pre1,動詞,pre1:2118,1,pre1_or_1_deferred
gush,gush,word,吹き出る,吹き出る / 湧き出る,exam,3,pre1,pre1;1,動詞,pre1:2220;1:2253,2,pre1_or_1_deferred
gust,gust,word,突風,突風 / 突風，突然の風,exam,3,pre1,pre1;1,名詞,pre1:2596;1:1723,2,pre1_or_1_deferred
gutter,gutter,word,側溝，排水溝,側溝，排水溝,exam,3,pre1,pre1;1,名詞,pre1:2535;1:411,2,pre1_or_1_deferred
habitat,habitat,word,生息地,生息地,exam,3,pre1,pre1,名詞,pre1:1967,1,pre1_or_1_deferred
habitual,habitual,word,習慣的な，常習的な,習慣的な，常習的な,exam,3,pre1,pre1,形容詞,pre1:1414,1,pre1_or_1_deferred
halfway,halfway,word,途中の，中間の,途中の，中間の,exam,3,pre1,pre1,形容詞,pre1:285,1,pre1_or_1_deferred
halt,halt,word,立ち止まる，停止,立ち止まる，停止,exam,3,pre1,pre1,動詞,pre1:879,1,pre1_or_1_deferred
halve,halve,word,2等分する，半分に分ける,2等分する，半分に分ける,exam,3,pre1,pre1,動詞,pre1:1458,1,pre1_or_1_deferred
handful,handful,word,一握りの,一握りの,exam,3,pre1,pre1,形容詞,pre1:401,1,pre1_or_1_deferred
hangover,hangover,word,二日酔い,二日酔い,exam,3,pre1,pre1,名詞,pre1:2234,1,pre1_or_1_deferred
hardy,hardy,word,丈夫な,丈夫な,exam,3,pre1,pre1;1,形容詞,pre1:3083;1:2882,2,pre1_or_1_deferred
harmless,harmless,word,無害な,無害な,exam,3,pre1,pre1,形容詞,pre1:912,1,pre1_or_1_deferred
harmonious,harmonious,word,調和のとれた,調和のとれた,exam,3,pre1,pre1,形容詞,pre1:1479,1,pre1_or_1_deferred
haste,haste,word,急ぐ/急ぎ,急ぐ/急ぎ,exam,3,pre1,pre1,名詞,pre1:332,1,pre1_or_1_deferred
hasten,hasten,word,急ぐ,急ぐ / 急がせる，焦らせる,exam,3,pre1,pre1;1,動詞,pre1:479;1:1486,2,pre1_or_1_deferred
hasty,hasty,word,急ぐ，急ぎ足で,急ぐ，急ぎ足で,exam,3,pre1,pre1;1,形容詞,pre1:467;1:265,2,pre1_or_1_deferred
hatch,hatch,word,ふ化する,ふ化する,exam,3,pre1,pre1,動詞,pre1:1891,1,pre1_or_1_deferred
hatred,hatred,word,憎しみ，憎悪,憎しみ，憎悪,exam,3,pre1,pre1,名詞,pre1:437,1,pre1_or_1_deferred
haul,haul,word,を運搬する，引っ張る,を運搬する，引っ張る,exam,3,pre1,pre1,動詞,pre1:1701,1,pre1_or_1_deferred
haunt,haunt,word,にたびたび行く,にたびたび行く,exam,3,pre1,pre1,動詞,pre1:1056,1,pre1_or_1_deferred
haven,haven,word,避難所,避難所,exam,3,pre1,pre1,名詞,pre1:2531,1,pre1_or_1_deferred
hay,hay,word,干し草,干し草,exam,3,pre1,pre1,名詞,pre1:753,1,pre1_or_1_deferred
hazard,hazard,word,危険,危険,exam,3,pre1,pre1,名詞,pre1:1927,1,pre1_or_1_deferred
haze,haze,word,もや，かすみ,もや，かすみ,exam,3,pre1,pre1,名詞,pre1:2809,1,pre1_or_1_deferred
heal,heal,word,癒す，治す,癒す，治す,exam,3,pre1,pre1;1,動詞,pre1:330;1:390,2,pre1_or_1_deferred
heap,heap,word,かたまり,かたまり / 塊，山盛り,exam,3,pre1,pre1;1,名詞,pre1:831;1:1881,2,pre1_or_1_deferred
hearth,hearth,word,囲炉裏,囲炉裏,exam,3,pre1,pre1,名詞,pre1:1940,1,pre1_or_1_deferred
heath,heath,word,荒野，野原,荒野，野原,exam,3,pre1,pre1;1,名詞,pre1:2707;1:468,2,pre1_or_1_deferred
hectic,hectic,word,興奮した,興奮した,exam,3,pre1,pre1,形容詞,pre1:2763,1,pre1_or_1_deferred
hedge,hedge,word,垣根，障壁，障害物,垣根，障壁，障害物,exam,3,pre1,pre1;1,名詞,pre1:486;1:343,2,pre1_or_1_deferred
heed,heed,word,注意する，気を付ける,注意する，気を付ける,exam,3,pre1,pre1,動詞,pre1:1917,1,pre1_or_1_deferred
heir,heir,word,相続人，跡取り,相続人，跡取り,exam,3,pre1,pre1,名詞,pre1:541,1,pre1_or_1_deferred
hence,hence,word,したがって，結果として,したがって，結果として,exam,3,pre1,pre1,副詞,pre1:1263,1,pre1_or_1_deferred
herald,herald,word,報道者，使者,報道者，使者 / 使者，使い，代表者,exam,3,pre1,pre1;1,名詞,pre1:2878;1:1801,2,pre1_or_1_deferred
herb,herb,word,薬草,薬草,exam,3,pre1,pre1,名詞,pre1:1360,1,pre1_or_1_deferred
herd,herd,word,群れ，集団,群れ，集団,exam,3,pre1,pre1;1,名詞,pre1:489;1:392,2,pre1_or_1_deferred
heredity,heredity,word,遺伝，相続,遺伝，相続,exam,3,pre1,pre1,名詞,pre1:2567,1,pre1_or_1_deferred
heroic,heroic,word,英雄的な，勇ましい,英雄的な，勇ましい,exam,3,pre1,pre1,形容詞,pre1:392,1,pre1_or_1_deferred
hibernate,hibernate,word,冬眠する,冬眠する,exam,3,pre1,pre1,動詞,pre1:3307,1,pre1_or_1_deferred
hidden,hidden,word,隠された，隠秘の,隠された，隠秘の,exam,3,pre1,pre1;1,形容詞,pre1:367;1:481,2,pre1_or_1_deferred
highness,highness,word,高度，殿下,高度，殿下,exam,3,pre1,pre1,名詞,pre1:2519,1,pre1_or_1_deferred
hillside,hillside,word,山腹，斜面,山腹，斜面,exam,3,pre1,pre1,名詞,pre1:466,1,pre1_or_1_deferred
hinder,hinder,word,妨げる,妨げる,exam,3,pre1,pre1,動詞,pre1:3145,1,pre1_or_1_deferred
hinge,hinge,word,要点，蝶番,要点，蝶番,exam,3,pre1,pre1,名詞,pre1:2011,1,pre1_or_1_deferred
hitch,hitch,word,引っかける,引っかける,exam,3,pre1,pre1,動詞,pre1:2152,1,pre1_or_1_deferred
hitherto,hitherto,word,従来，今まで,従来，今まで,exam,3,pre1,pre1,副詞,pre1:2319,1,pre1_or_1_deferred
holistic,holistic,word,全体論の，総体的な,全体論の，総体的な / 全体論的な，総体的な,exam,3,pre1,pre1;1,形容詞,pre1:32;1:4271,2,pre1_or_1_deferred
hollow,hollow,word,くぼみ/空洞のある,くぼみ/空洞のある / 空洞のある，中が空の,exam,3,pre1,pre1;1,名詞,pre1:365;1:625,2,pre1_or_1_deferred
holocaust,holocaust,word,大虐殺,大虐殺,exam,3,pre1,pre1,名詞,pre1:2762,1,pre1_or_1_deferred
honorable,honorable,word,尊敬できる,尊敬できる,exam,3,pre1,pre1,形容詞,pre1:601,1,pre1_or_1_deferred
horrible,horrible,word,恐ろしい,恐ろしい,exam,3,pre1,pre1,形容詞,pre1:62,1,pre1_or_1_deferred
hostage,hostage,word,人質,人質,exam,3,pre1,pre1,名詞,pre1:2314,1,pre1_or_1_deferred
hostile,hostile,word,敵意のある，反感を持つ，敵対視する,敵意のある，反感を持つ，敵対視する,exam,3,pre1,pre1;1,形容詞,pre1:1022;1:266,2,pre1_or_1_deferred
hover,hover,word,空中停止する,空中停止する,exam,3,pre1,pre1,動詞,pre1:2491,1,pre1_or_1_deferred
howl,howl,word,遠吠えする,遠吠えする,exam,3,pre1,pre1,動詞,pre1:810,1,pre1_or_1_deferred
hug,hug,word,抱擁/を抱きしめる,抱擁/を抱きしめる,exam,3,pre1,pre1,名詞,pre1:575,1,pre1_or_1_deferred
humane,humane,word,人道的な，人道に基づく,人道的な，人道に基づく,exam,3,pre1,pre1,形容詞,pre1:2906,1,pre1_or_1_deferred
humiliate,humiliate,word,に恥をかかせる,に恥をかかせる,exam,3,pre1,pre1,動詞,pre1:2346,1,pre1_or_1_deferred
hurdle,hurdle,word,課題，困難,課題，困難,exam,3,pre1,pre1,名詞,pre1:3356,1,pre1_or_1_deferred
hydrogen,hydrogen,word,水素,水素,exam,3,pre1,pre1,名詞,pre1:1870,1,pre1_or_1_deferred
hygiene,hygiene,word,衛生,衛生 / 衛生，清潔,exam,3,pre1,pre1;1,名詞,pre1:2463;1:1131,2,pre1_or_1_deferred
hymn,hymn,word,賛美歌,賛美歌,exam,3,pre1,pre1,名詞,pre1:1321,1,pre1_or_1_deferred
hypocrite,hypocrite,word,偽善者,偽善者 / 偽善者，偽善行為をする人,exam,3,pre1,pre1;1,名詞,pre1:2637;1:1227,2,pre1_or_1_deferred
hypothesis,hypothesis,word,仮説，推論,仮説，推論 / 仮説，推測,exam,3,pre1,pre1;1,名詞,pre1:1893;1:9,2,pre1_or_1_deferred
ideally,ideally,word,理想的には，申し分なく,理想的には，申し分なく,exam,3,pre1,pre1,副詞,pre1:769,1,pre1_or_1_deferred
identification,identification,word,身分証明書，身元確認,身分証明書，身元確認,exam,3,pre1,pre1,名詞,pre1:1007,1,pre1_or_1_deferred
idiom,idiom,word,熟語,熟語,exam,3,pre1,pre1,名詞,pre1:1286,1,pre1_or_1_deferred
idiot,idiot,word,馬鹿,馬鹿,exam,3,pre1,pre1,名詞,pre1:916,1,pre1_or_1_deferred
idle,idle,word,停止状態,停止状態,exam,3,pre1,pre1,形容詞,pre1:3297,1,pre1_or_1_deferred
idly,idly,word,何もしないで，怠けて,何もしないで，怠けて,exam,3,pre1,pre1,副詞,pre1:2774,1,pre1_or_1_deferred
ignition,ignition,word,点火，発火,点火，発火,exam,3,pre1,pre1,名詞,pre1:2181,1,pre1_or_1_deferred
illegitimate,illegitimate,word,違法の，非合法の,違法の，非合法の,exam,3,pre1,pre1,形容詞,pre1:2787,1,pre1_or_1_deferred
illogical,illogical,word,非論理的な,非論理的な,exam,3,pre1,pre1,形容詞,pre1:2813,1,pre1_or_1_deferred
illusion,illusion,word,幻覚，思い込み,幻覚，思い込み,exam,3,pre1,pre1,名詞,pre1:542,1,pre1_or_1_deferred
imitation,imitation,word,模倣,模倣,exam,3,pre1,pre1,名詞,pre1:595,1,pre1_or_1_deferred
immature,immature,word,未熟な，未成熟の,未熟な，未成熟の,exam,3,pre1,pre1,形容詞,pre1:1223,1,pre1_or_1_deferred
immeasurable,immeasurable,word,計り知れない，無限の,計り知れない，無限の,exam,3,pre1,pre1,形容詞,pre1:2700,1,pre1_or_1_deferred
immense,immense,word,巨大な，莫大な,巨大な，莫大な,exam,3,pre1,pre1,形容詞,pre1:409,1,pre1_or_1_deferred
immensely,immensely,word,莫大に，広大に,莫大に，広大に,exam,3,pre1,pre1,副詞,pre1:702,1,pre1_or_1_deferred
immerse,immerse,word,浸す，没入する,浸す，没入する,exam,3,pre1,pre1,動詞,pre1:3375,1,pre1_or_1_deferred
immortal,immortal,word,不滅の，不死の,不滅の，不死の,exam,3,pre1,pre1,形容詞,pre1:1272,1,pre1_or_1_deferred
impair,impair,word,を損なう，弱める,を損なう，弱める,exam,3,pre1,pre1,動詞,pre1:2595,1,pre1_or_1_deferred
impatient,impatient,word,せっかちな，性急な,せっかちな，性急な,exam,3,pre1,pre1,形容詞,pre1:870,1,pre1_or_1_deferred
impeach,impeach,word,を責める，弾劾する,を責める，弾劾する / 弾劾する，告発する,exam,3,pre1,pre1;1,動詞,pre1:2634;1:1585,2,pre1_or_1_deferred
impede,impede,word,を妨げる,を妨げる / 妨げる，邪魔する,exam,3,pre1,pre1;1,動詞,pre1:2974;1:4230,2,pre1_or_1_deferred
imperfect,imperfect,word,不完全な，未完成の,不完全な，未完成の / 不完全，未完成,exam,3,pre1,pre1;1,形容詞,pre1:672;1:377,2,pre1_or_1_deferred
implicit,implicit,word,暗黙の,暗黙の,exam,3,pre1,pre1,形容詞,pre1:3087,1,pre1_or_1_deferred
implore,implore,word,を懇願する,を懇願する / 懇願する，お願いする,exam,3,pre1,pre1;1,動詞,pre1:1525;1:85,2,pre1_or_1_deferred
impolite,impolite,word,失礼な，無礼な,失礼な，無礼な,exam,3,pre1,pre1,形容詞,pre1:942,1,pre1_or_1_deferred
impotent,impotent,word,無力な，無気力な,無力な，無気力な,exam,3,pre1,pre1,形容詞,pre1:2824,1,pre1_or_1_deferred
impractical,impractical,word,非実用的な，実行不可能な,非実用的な，実行不可能な,exam,3,pre1,pre1,形容詞,pre1:53,1,pre1_or_1_deferred
imprison,imprison,word,刑務所に入れる,刑務所に入れる,exam,3,pre1,pre1,動詞,pre1:1390,1,pre1_or_1_deferred
imprisonment,imprisonment,word,投獄，監禁,投獄，監禁,exam,3,pre1,pre1,名詞,pre1:1731,1,pre1_or_1_deferred
improper,improper,word,不適切な，誤った,不適切な，誤った,exam,3,pre1,pre1,形容詞,pre1:1450,1,pre1_or_1_deferred
improved,improved,word,改善した,改善した,exam,3,pre1,pre1,形容詞,pre1:2982,1,pre1_or_1_deferred
improvise,improvise,word,即興で作る,即興で作る / 即興で作る，その場で作り出す,exam,3,pre1,pre1;1,動詞,pre1:2922;1:842,2,pre1_or_1_deferred
imprudent,imprudent,word,軽率な，無謀な,軽率な，無謀な,exam,3,pre1,pre1,形容詞,pre1:2837,1,pre1_or_1_deferred
inadequate,inadequate,word,不十分な，不適切な,不十分な，不適切な,exam,3,pre1,pre1;1,形容詞,pre1:1124;1:133,2,pre1_or_1_deferred
inborn,inborn,word,生まれつきの，先天的な,生まれつきの，先天的な,exam,3,pre1,pre1,形容詞,pre1:2815,1,pre1_or_1_deferred
incentive,incentive,word,動機,動機,exam,3,pre1,pre1,名詞,pre1:1729,1,pre1_or_1_deferred
inception,inception,word,始まり，発端,始まり，発端 / 始まり，開始,exam,3,pre1,pre1;1,名詞,pre1:1168;1:1243,2,pre1_or_1_deferred
